image_path,label_path,class_id,class_name,conf_det,x,y,w,h,ocr_text,ocr_conf
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.54163a668bc2b5870e8e4e6413294c80.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.54163a668bc2b5870e8e4e6413294c80.txt,3,stairs,1.0,319,406,13,37,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.54163a668bc2b5870e8e4e6413294c80.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.54163a668bc2b5870e8e4e6413294c80.txt,3,stairs,1.0,38,529,11,35,0,0.7239
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.54163a668bc2b5870e8e4e6413294c80.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.54163a668bc2b5870e8e4e6413294c80.txt,3,stairs,1.0,600,511,13,37,U,0.0877
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.54163a668bc2b5870e8e4e6413294c80.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.54163a668bc2b5870e8e4e6413294c80.txt,3,stairs,1.0,208,387,15,38,#,0.4198
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.54163a668bc2b5870e8e4e6413294c80.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.54163a668bc2b5870e8e4e6413294c80.txt,1,fire_extinguisher,1.0,271,442,10,29,#l,0.0622
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.54163a668bc2b5870e8e4e6413294c80.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.54163a668bc2b5870e8e4e6413294c80.txt,3,stairs,1.0,429,385,12,38,1,0.0503
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.54163a668bc2b5870e8e4e6413294c80.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.54163a668bc2b5870e8e4e6413294c80.txt,1,fire_extinguisher,1.0,589,434,11,28,ID,0.166
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.54163a668bc2b5870e8e4e6413294c80.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.54163a668bc2b5870e8e4e6413294c80.txt,1,fire_extinguisher,1.0,487,497,11,29,Wd,0.2144
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.54163a668bc2b5870e8e4e6413294c80.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.54163a668bc2b5870e8e4e6413294c80.txt,1,fire_extinguisher,1.0,534,433,12,29,1d,0.4217
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.txt,3,stairs,1.0,320,404,14,38,0,0.1238
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.txt,3,stairs,1.0,213,388,11,39,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.txt,1,fire_extinguisher,1.0,191,438,12,29,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.txt,3,stairs,1.0,40,532,15,38,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.txt,1,fire_extinguisher,1.0,46,441,11,31,11,0.2424
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.txt,1,fire_extinguisher,1.0,591,429,11,30,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.txt,1,fire_extinguisher,1.0,537,429,13,30,d},0.3122
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.txt,3,stairs,1.0,605,508,11,36,0,0.7346
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.txt,3,stairs,1.0,430,383,12,37,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.7ee6d3e9f0d4e92057e8aeceb10be1f1.txt,0,exit,1.0,448,117,11,27,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.txt,3,stairs,1.0,332,404,14,38,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.txt,3,stairs,1.0,221,402,14,36,W,0.6684
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.txt,1,fire_extinguisher,1.0,509,475,14,29,#;,0.3459
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.txt,3,stairs,1.0,65,559,15,39,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.txt,1,fire_extinguisher,1.0,429,398,12,28,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.txt,1,fire_extinguisher,1.0,601,399,14,31,u,0.3178
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.txt,3,stairs,1.0,437,371,14,37,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.txt,1,fire_extinguisher,1.0,549,407,13,30,#,0.2316
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.txt,1,fire_extinguisher,1.0,61,469,12,31,J#,0.0073
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.txt,3,stairs,1.0,622,474,16,38,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.txt,1,fire_extinguisher,1.0,205,450,13,29,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.txt,1,fire_extinguisher,1.0,225,343,10,11,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.txt,1,fire_extinguisher,1.0,385,259,8,11,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.txt,0,exit,1.0,132,335,10,15,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.txt,0,exit,1.0,238,335,11,16,I5,0.0416
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.txt,1,fire_extinguisher,1.0,130,323,9,11,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.txt,0,exit,1.0,339,302,10,16,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.txt,0,exit,1.0,293,520,9,13,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.txt,1,fire_extinguisher,1.0,285,336,8,12,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.txt,1,fire_extinguisher,1.0,196,313,10,13,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.txt,1,fire_extinguisher,1.0,209,454,8,11,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.txt,0,exit,1.0,338,286,9,13,Je,0.3518
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.txt,1,fire_extinguisher,1.0,408,335,7,11,I?,0.1349
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.txt,0,exit,1.0,393,329,10,14,(d,0.0902
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.txt,0,exit,1.0,500,319,9,15,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.txt,1,fire_extinguisher,1.0,434,304,10,13,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.txt,1,fire_extinguisher,1.0,242,264,8,11,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.txt,0,exit,1.0,290,304,11,15,,0.0
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_full/labels/KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.txt,1,fire_extinguisher,1.0,502,308,8,11,,0.0
